Transaction ID,Transaction Date,Customer_ID,Customer Country,Customer City,CATEGORY,Product Name,SKU_ID,Quantity,Unit Price USD,Discount PCT,Net Amount USD,Tax Amount USD,Total Amount USD,Payment_Method,Sales Channel,Warehouse_ID,Carrier,Shipping Days,Is_Return,Return Reason,Customer Rating,Agent_ID,Promo Code,Loyalty Points Earned
TXN-72065215,2022-06-20 11:30:29,CUST-258302,JP,Tokyo,Beauty,Sunscreen,SKU-BEA-4908,2,571.39,0,1142.78,114.28,1257.06,Apple Pay,Marketplace,WH-DE-FRA,FedEx,10.0,0,,4.7,,PROMOSAVE,748.0
TXN-36009946,24/11/2022 21:31,CUST-839418,US,Dallas,Apparel,T-Shirt,SKU-APP-1088,3,88.93,25,200.09,16.01,216.1,Credit Card,Online,WH-JP-OSA,Australia Post,,0,,,AGT-503,PROMOFLASH,327.0
TXN-10668368,2024-02-18 12:31:33,CUST-669427,CA,Calgary,Sports,Protein Shaker,SKU-SPO-6354,1,1096.48,10,986.83,128.29,1115.12,Credit Card,Mobile App,WH-GB-LHR,Canada Post,4.0,0,,,AGT-939,,1919.0
TXN-60677949,2024-01-29 17:54:49,CUST-592765,IN, Mumbai ,Home & Kitchen,Rice Cooker,SKU-HOM-6862,3,1092.7,0,3278.1,,3868.16,DEBIT CARD,In-Store,WH-US-TX,Japan Post,12.0,0,,1.6,AGT-538,PROMOVIP,5536.0
TXN-64809681,2023-08-25 09:52:47,CUST-678563,FR,Toulouse,Home & Kitchen,Iron,SKU-HOM-1156,2,115.34,0,230.68,46.14,276.82,PayPal,Mobile App,WH-US-TX,TNT,14.0,0,,2.8,,,
TXN-19074855,,CUST-505436,AU,Perth,Sports,Resistance Bands,SKU-SPO-1043,2,1118.92,20,1790.27,179.03,1969.3,PayPal,Marketplace,WH-JP-OSA,Australia Post,10.0,0,,2.3,,,1759.0
TXN-34220435,2023-09-02 11:06:11,CUST-314996,IN,Pune,BEAUTY,Foundation,SKU-BEA-7850,1,125.7,20,100.56,18.1,118.66,PayPal,In-Store,WH-AU-SYD,DHL,13.0,0,,1.8,,PROMOSAVE,
TXN-75837631,2022-10-05 14:53:35,CUST-221368,BR,São Paulo,Apparel,Formal Shirt,SKU-APP-2851,1,536.14,0,536.14,64.34,600.48,Debit Card,Mobile App,WH-US-CA,DHL,,0,,4.2,,PROMOFLASH,
TXN-93491924,2022-12-19 08:52:05,CUST-886376,IN,Delhi,Home & Kitchen,Blender,SKU-HOM-8679,2,605.12,0,1210.24,217.84,1428.08,debit card,Phone Order,WH-US-TX,Royal Mail,11.0,0,,4.5,AGT-127,,
TXN-15632846,2023-04-18 11:26:21,CUST-170106,US,Chicago,Sports,Jump Rope,SKU-SPO-5276,10,214.46,0,2144.6,171.57,2316.17,Google Pay,Online,WH-US-NJ,UPS,2.0,0,,3.4,,PROMOVIP,
TXN-54877553,2022-08-02 11:45:18,CUST-766631,IN,Hyderabad,Apparel,Jeans,SKU-APP-8036,2,441.87,0,883.74,159.07,1042.81,PayPal,Online,WH-JP-OSA,Australia Post,5.0,0,,3.7,,,892.0
TXN-73028995,2022-01-05 07:35:34,CUST-310973,FR,Toulouse,Sports,Protein Shaker,SKU-SPO-1292,3,1216.45,0,3649.35,729.87,4379.22,PayPal,Online,WH-US-NJ,FedEx,10.0,0,,3.1,,,4678.0
TXN-35191689,21-10-2022,CUST-877624,GB,Leeds,Sports,Gym Bag,SKU-SPO-7783,3,527.8,0,1583.4,316.68,1900.08,Credit Card,Mobile App,WH-US-TX,Canada Post,11.0,0,,,,,3178.0
TXN-36646433,2023-07-17 01:25:09,CUST-384155,IN,Mumbai,Home & Kitchen,Vacuum Cleaner,SKU-HOM-1494,1,69.54,0,69.54,12.52,82.06,Apple Pay,Marketplace,WH-SG-SIN,Canada Post,11.0,0,,3.6,,,91.0
TXN-74523670,09/08/2022 01:44,CUST-516622,IN,Bangalore,HOME & KITCHEN,Vacuum Cleaner,SKU-HOM-7843,5,141.87,0,709.35,127.68,837.03,Debit Card,Online,WH-DE-FRA,Canada Post,6.0,0,,3.0,AGT-639,,1629.0
TXN-45953125,2023-05-11 05:12:09,CUST-439772,AU,Brisbane,Home & Kitchen,Knife Set,SKU-HOM-5820,1,541.59,5,514.51,51.45,565.96,Google Pay,In-Store,WH-IN-BLR,USPS,14.0,0,,3.8,,,997.0
TXN-48966928,2022-02-24 17:54:41,CUST-416054,CA,Toronto,Apparel,Hoodie,SKU-APP-9483,3,1266.79,0,3800.37,494.05,4294.42,Apple Pay,Phone Order,WH-SG-SIN,Australia Post,10.0,1,,3.4,AGT-904,PROMOSAVE,7721.0
TXN-80061090,2024-02-15 02:25:36,CUST-993398,IN,Chennai,Home & Kitchen,Iron,SKU-HOM-1587,1,907.79,10,817.01,147.06,964.07,Credit Card,Mobile App,WH-GB-LHR,,6.0,0,,,,PROMOFLASH,1483.0
TXN-19530996,2023-02-23 09:58:50,CUST-269785,FR,Toulouse,Apparel,Jeans,SKU-APP-7252,3,377.33,0,1131.99,226.4,1358.39,COD,Online,WH-US-NJ,FedEx,5.0,0,,,AGT-363,,1849.0
TXN-99388437,2024-06-04 10:23:32,CUST-358770,CA,Ottawa,Apparel,Formal Shirt,SKU-APP-7589,1,767.09,0,767.09,99.72,866.81,Bank Transfer,Wholesale,WH-US-TX,TNT,12.0,0,,1.9,,,869.0
TXN-98145028,2024-04-02 10:34:19,CUST-373149,DE,Frankfurt,Beauty,Hair Dryer,SKU-BEA-4949,5,562.56,0,2812.8,534.43,3347.23,COD,Mobile App,WH-US-CA,FedEx,4.0,0,,,AGT-436,,2839.0
TXN-47502532,September 19 2022,CUST-885881,US,Los Angeles,Apparel,Socks,SKU-APP-6634,1,53.87,0,53.87,4.31,58.18,PayPal,In-Store,WH-DE-FRA,Japan Post,,0,,4.3,,,
TXN-13245671,2024-06-29 01:46:21,CUST-244981,AU,Adelaide,apparel,T-Shirt,SKU-APP-9832,2,791.43,0,1582.86,,1741.15,Credit Card,Mobile App,WH-JP-OSA,Australia Post,2.0,1,Not As Described,2.3,,,
TXN-16533710,2022-10-12 08:53:21,CUST-736771,US,Los Angeles,HOME & KITCHEN,Toaster,SKU-HOM-6475,1,825.29,0,825.29,66.02,891.31,Credit Card,Wholesale,WH-IN-BLR,DHL,8.0,0,,,AGT-122,,1389.0
TXN-74497482,2022-10-03 15:44:48,CUST-300940,IN,Delhi,Home & Kitchen,Blender,SKU-HOM-4840,4,578.97,10,2084.29,375.17,2459.46,Credit Card,Marketplace,WH-GB-LHR,BlueDart,1.0,0,,,AGT-498,,3748.0
TXN-50287095,2022-06-29 22:19:25,CUST-928085,US,New York,Beauty,Mascara,SKU-BEA-6300,1,708.91,0,708.91,,765.62,PayPal,In-Store,WH-AU-SYD,Japan Post,,0,,3.6,,,905.0
TXN-50977995,2024-06-04 17:43:04,CUST-898422,US,Dallas,Sports,Resistance Bands,SKU-SPO-4497,1,538.38,0,538.38,43.07,581.45,Debit Card,Online,WH-JP-OSA,Canada Post,5.0,0,,,AGT-425,,1153.0
TXN-60738366,2023-06-28 17:55:00,CUST-243500,ZA,Cape Town,Beauty,Perfume,SKU-BEA-1908,1,583.95,0,583.95,87.59,671.54,Credit Card,In-Store,WH-US-TX,DHL,11.0,0,,,,,625.0
TXN-19619478,2022-03-12 05:25:17,CUST-466046,IN,Mumbai,Home & Kitchen,Knife Set,SKU-HOM-3803,1,829.07,20,663.26,119.39,782.65,Debit Card,Mobile App,WH-DE-FRA,BlueDart,5.0,0,,,AGT-614,,1227.0
TXN-68011672,2023-02-13 06:26:45,CUST-736187,GB,Glasgow,Apparel,Jeans,SKU-APP-4159,2,111.77,20,178.83,35.77,214.6,PayPal,Online,WH-CA-YYZ,Canada Post,11.0,0,,3.1,AGT-340,,128.0
TXN-13273241,2022-12-05 09:46:11,CUST-167635,JP,Nagoya,Apparel,Dress,SKU-APP-8756,3,646.77,0,1940.31,194.03,2134.34,Crypto,Online,WH-DE-FRA,Canada Post,12.0,0,,2.1,AGT-228,,1365.0
TXN-71932145,2024-03-05 20:39:14,CUST-442496,US,New York,Home & Kitchen,Cookware Set,SKU-HOM-3442,6,785.55,0,4713.3,377.06,5090.36,Debit Card,In-Store,WH-DE-FRA,Australia Post,14.0,0,,3.3,AGT-574,PROMOVIP,5965.0
TXN-46653248,2023-11-18 18:04:50,CUST-431635,US, Chicago ,Sports,Dumbbells,SKU-SPO-1679,1,437.98,0,437.98,35.04,473.02,Debit Card,In-Store,WH-AU-SYD,Australia Post,12.0,0,,2.0,,,
TXN-47906181,2023-05-12 07:26:40,CUST-534609,IN,Delhi,Beauty,Foundation,SKU-BEA-6983,4,595.98,20,1907.14,343.29,2250.43,Credit Card,Online,WH-US-NJ,USPS,10.0,1,,3.1,AGT-785,,1969.0
TXN-68538647,2023-02-13 18:47:14,CUST-843583,US,Los Angeles,Home & Kitchen,Air Fryer,SKU-HOM-2067,4,46.54,15,158.24,12.66,170.9,Credit Card,Mobile App,WH-US-NJ,Royal Mail,11.0,0,,1.0,AGT-425,,152.0
TXN-54100317,2023-03-12 01:04:01,CUST-355970,US,New York,Home & Kitchen,Cookware Set,SKU-HOM-1590,2,674.21,0,1348.42,107.87,1456.29,CREDIT CARD,Online,WH-CA-YYZ,Japan Post,10.0,0,,4.0,AGT-993,,2279.0
TXN-15795803,2023-04-08 18:28:56,CUST-807041,FR,Lyon,Sports,Yoga Mat,SKU-SPO-6722,1,204.03,10,183.63,,220.36,Credit Card,In-Store,WH-US-CA,,4.0,0,,4.0,AGT-287,PROMOFLASH,
TXN-97342029,2024-05-12 21:28:03,CUST-789183,ZA,Pretoria,Sports,Running Shoes,SKU-SPO-4855,2,1181.74,0,2363.48,354.52,2718.0,Credit Card,Online,WH-GB-LHR,USPS,,0,,,,PROMOSAVE,1582.0
TXN-17076889,2024-02-01 06:49:44,CUST-862889,SG,Singapore,Sports,Swim Goggles,SKU-SPO-9088,2,938.59,0,1877.18,168.95,2046.13,Google Pay,Online,WH-US-NJ,DHL,2.0,0,,4.6,AGT-487,PROMO10,
TXN-30043969,2022-03-29 09:20:08,CUST-637995,IN,Chennai,Electronics,Earbuds,SKU-ELE-7716,6,698.27,0,4189.62,754.13,4943.75,Apple Pay,Mobile App,WH-GB-LHR,USPS,14.0,0,,5.0,,,7015.0
TXN-74239086,2023-08-10 22:53:27,CUST-472539,IN,Delhi,Electronics,Tablet,SKU-ELE-8935,6,147.53,0,885.18,159.33,1044.51,Apple Pay,In-Store,WH-US-CA,Australia Post,7.0,1,Wrong Item,4.9,AGT-833,,693.0
TXN-68715054,28-02-2022,CUST-227133,US,Chicago,Home & Kitchen,Coffee Maker,SKU-HOM-6908,2,114.36,0,228.72,18.3,247.02,Apple Pay,Mobile App,WH-GB-LHR,Royal Mail,5.0,0,,,,PROMOFLASH,152.0
TXN-62233788,2023-09-05 11:00:07,CUST-126604,GB,London,Home & Kitchen,Cookware Set,SKU-HOM-6247,3,845.59,5,2409.93,481.99,2891.92,Google Pay,In-Store,WH-US-CA,Japan Post,5.0,0,,1.3,,PROMO10,2245.0
TXN-58444039,2022-11-07 01:38:36,CUST-274581,SG,Singapore,Sports,Running Shoes,SKU-SPO-3300,1,1249.47,10,1124.52,101.21,1225.73,Apple Pay,Mobile App,WH-US-CA,Canada Post,4.0,0,,4.0,AGT-981,PROMOSAVE,2333.0
TXN-16483139,2023-04-13 05:37:39,CUST-404814,AU,Adelaide,Home & Kitchen,Rice Cooker,SKU-HOM-7332,1,750.87,0,750.87,75.09,825.96,Google Pay,Online,WH-JP-OSA,,6.0,0,,1.7,AGT-741,,1556.0
TXN-50205735,2024-04-23 08:22:45,CUST-579348,AU,Melbourne,Sports,Running Shoes,SKU-SPO-5902,3,112.4,0,337.2,33.72,370.92,Credit Card,Marketplace,WH-SG-SIN,DHL,7.0,0,,4.4,AGT-169,PROMO10,
TXN-80188877,2023-12-15 23:28:22,CUST-544982,ZA,Johannesburg,Beauty,Face Serum,SKU-BEA-6940,2,588.68,20,941.89,141.28,1083.17,APPLE PAY,Online,WH-US-NJ,Australia Post,4.0,1,Changed Mind,1.1,,,
TXN-30914532,2022-05-25 17:44:38,CUST-906282,CA,Calgary,Electronics,SSD Drive,SKU-ELE-5100,5,203.57,0,1017.85,132.32,1150.17,Credit Card,Online,WH-CA-YYZ,TNT,4.0,0,,,AGT-300,PROMOVIP,1731.0
TXN-22557278,2022-08-13 17:00:23,CUST-994428,GB,Manchester,Beauty,Mascara,SKU-BEA-7123,2,126.32,5,240.01,48.0,288.01,Bank Transfer,Online,WH-CA-YYZ,Australia Post,4.0,1,Not As Described,1.4,,,367.0
TXN-90345881,2022-11-06 11:08:39,CUST-280466,US,,Apparel,Jacket,SKU-APP-8792,2,1041.11,0,2082.22,166.58,2248.8,Debit Card,Mobile App,WH-US-NJ,Australia Post,14.0,0,,1.5,,,3363.0
TXN-21369113,2023-11-24 21:07:07,CUST-414179,US,Phoenix,Beauty,Hair Dryer,SKU-BEA-8934,1,78.02,0,78.02,6.24,84.26,Credit Card,Wholesale,WH-SG-SIN,TNT,14.0,0,,3.9,,,87.0
TXN-10307869,2023-06-14 22:02:33,CUST-140402,GB, Glasgow ,Beauty,Lipstick,SKU-BEA-9701,3,446.64,0,1339.92,267.98,1607.9,Credit Card,In-Store,WH-GB-LHR,Royal Mail,7.0,0,,2.0,AGT-471,,2813.0
TXN-16837813,2022-04-25 23:42:24,CUST-676008,FR,Paris,Beauty,Sunscreen,SKU-BEA-1828,1,12.56,0,12.56,2.51,15.07,Debit Card,Mobile App,WH-US-CA,Japan Post,2.0,0,,2.7,AGT-192,PROMOSAVE,
TXN-80980509,2022-10-05 18:08:36,CUST-665791,JP,Sapporo,Home & Kitchen,Kettle,SKU-HOM-9277,5,845.65,10,3805.43,380.54,4185.97,Google Pay,Online,WH-IN-BLR,Australia Post,5.0,0,,4.7,,PROMO10,
TXN-10885135,July 29 2023,CUST-304285,FR,Paris,Beauty,Face Serum,SKU-BEA-3551,2,402.39,10,724.3,144.86,869.16,Credit Card,In-Store,WH-US-TX,UPS,2.0,0,,2.4,AGT-143,PROMO10,
TXN-23745392,2024-05-07 22:00:55,CUST-140465,US,Chicago,Electronics,Tablet,SKU-ELE-7554,1,120.76,0,120.76,9.66,130.42,PayPal,In-Store,WH-DE-FRA,Canada Post,,0,,2.2,AGT-689,PROMOSUMMER,171.0
TXN-88690491,2022-02-15 13:25:29,CUST-843781,CA,Toronto,Beauty,Mascara,SKU-BEA-6895,1,252.44,25,189.33,24.61,213.94,Apple Pay,Online,WH-CA-YYZ,royal mail,,0,,4.7,AGT-595,,152.0
TXN-79830598,2022-10-21 19:17:39,CUST-180654,US,Dallas,Apparel,Jeans,SKU-APP-1322,2,1254.22,0,2508.44,200.68,2709.12,Google Pay,Mobile App,WH-DE-FRA,BlueDart,4.0,0,,,AGT-829,PROMOFLASH,1770.0
TXN-47085145,2023-07-13 18:58:03,CUST-952986,DE,Berlin,Sports,Dumbbells,SKU-SPO-1974,4,1263.3,0,5053.2,960.11,6013.31,Apple Pay,In-Store,WH-US-TX,Japan Post,1.0,0,,,AGT-468,PROMOVIP,11394.0
TXN-24377760,2022-11-12 02:02:09,CUST-817003,DE,Cologne,Home & Kitchen,Blender,SKU-HOM-5163,2,500.76,0,1001.52,190.29,1191.81,Credit Card,Online,WH-US-NJ,Australia Post,1.0,0,,,AGT-882,PROMOSAVE,2317.0
TXN-77268915,2022-01-26 07:18:25,CUST-105493,US,Chicago,Sports,Resistance Bands,SKU-SPO-2542,1,671.03,0,671.03,53.68,724.71,DEBIT CARD,Online,WH-IN-BLR,Japan Post,1.0,0,,4.8,AGT-508,PROMOVIP,957.0
TXN-90225569,2023-12-05 23:13:59,CUST-826554,ZA,Durban,Beauty,Sunscreen,SKU-BEA-9273,2,681.72,20,1090.75,163.61,1254.36,Apple Pay,In-Store,WH-JP-OSA,DHL,11.0,0,,1.4,,,1187.0
TXN-19846381,2023-12-30 04:13:44,CUST-223658,US,Houston,Electronics,Keyboard,SKU-ELE-9358,2,559.95,0,1119.9,89.59,1209.49,Gift Card,Online,WH-IN-BLR,japan post,12.0,1,Wrong Item,4.7,AGT-726,,1395.0
TXN-99803983,2024-05-26 09:38:35,CUST-392462,US,New York,Electronics,Monitor,SKU-ELE-8205,1,620.59,5,589.56,47.16,636.72,Credit Card,Mobile App,WH-IN-BLR,Australia Post,4.0,0,,3.6,AGT-753,PROMOFLASH,519.0
TXN-99059600,2022-10-01 14:49:53,CUST-843781,AU,Adelaide,Home & Kitchen,Knife Set,SKU-HOM-5649,1,590.43,25,442.82,44.28,487.1,PayPal,Mobile App,WH-IN-BLR,Royal Mail,12.0,0,,,AGT-123,PROMOSUMMER,438.0
TXN-64110408,2023-04-19 18:24:28,CUST-887235,IN,Chennai,Apparel,Jeans,SKU-APP-7648,1,483.16,30,338.21,60.88,399.09,Credit Card,In-Store,WH-IN-BLR,DHL,11.0,0,,4.3,AGT-112,PROMOSUMMER,274.0
TXN-22692987,2023-04-14 00:48:34,CUST-895222,AU,Perth,Sports,Dumbbells,SKU-SPO-2614,4,35.27,0,141.08,14.11,155.19,Credit Card,Mobile App,WH-IN-BLR,DHL,6.0,0,,2.0,,PROMOFLASH,196.0
TXN-66996377,2023-08-08 23:47:36,CUST-562113,US,Chicago,Home & Kitchen,Air Fryer,SKU-HOM-6021,1,499.22,10,449.3,35.94,485.24,Credit Card,In-Store,WH-DE-FRA,Canada Post,4.0,0,,2.1,,PROMOFLASH,
TXN-55689890,2023-03-14 07:46:49,CUST-112891,US,Los Angeles,Electronics,Smartphone,SKU-ELE-1515,2,1202.02,5,2283.84,182.71,2466.55,PayPal,Online,WH-IN-BLR,Australia Post,11.0,0,,3.2,AGT-571,,4724.0
TXN-83495768,2024-02-20 11:45:50,CUST-882333,IN,Delhi,Beauty,Nail Polish,SKU-BEA-9453,1,858.46,0,858.46,154.52,1012.98,Debit Card,Online,WH-IN-BLR,UPS,12.0,0,,1.6,AGT-988,,
TXN-30875207,2023-10-06 20:54:38,CUST-997549,SG,Singapore,Electronics,Monitor,SKU-ELE-5512,1,502.72,0,502.72,45.24,547.96,Credit Card,In-Store,WH-IN-BLR,Canada Post,2.0,0,,,AGT-429,,480.0
TXN-89557940,2023-12-31 09:54:45,CUST-155280,GB,London,APPAREL,Dress,SKU-APP-5472,1,769.14,5,730.68,146.14,876.82,Apple Pay,Marketplace,WH-US-NJ,,8.0,0,,2.1,AGT-571,,529.0
TXN-79293741,2024-01-30 03:36:34,CUST-511243,IN,Chennai,Home & Kitchen,Knife Set,SKU-HOM-1677,3,971.56,10,2623.21,472.18,3095.39,PayPal,In-Store,WH-US-TX,Japan Post,10.0,0,,,AGT-674,,5064.0
TXN-79304110,2023-01-09 06:23:09,CUST-928085,US,Seattle,Beauty,Perfume,SKU-BEA-2264,2,620.7,0,1241.4,99.31,1340.71,Credit Card,Online,WH-SG-SIN,Royal Mail,11.0,0,,2.2,AGT-503,,
TXN-55848182,2022-03-08 10:05:03,CUST-797713,ZA,Cape Town,Home & Kitchen,Knife Set,SKU-HOM-2622,1,120.88,10,108.79,16.32,125.11,Apple Pay,Online,WH-JP-OSA,DHL,9.0,0,,3.3,,,155.0
TXN-21143679,2024-02-25 21:04:05,CUST-549852,FR,Toulouse,Sports,Jump Rope,SKU-SPO-7529,2,71.79,0,143.58,28.72,172.3,Debit Card,Online,WH-IN-BLR,TNT,13.0,0,,2.8,AGT-720,PROMOSAVE,130.0
TXN-17550980,2022-03-22 11:29:28,CUST-322794,CA,Toronto,Electronics,Laptop,SKU-ELE-5552,2,1009.41,0,2018.82,262.45,2281.27,Credit Card,In-Store,WH-IN-BLR,Australia Post,3.0,0,,1.7,,,3764.0
TXN-67846996,2023-07-14 15:15:26,CUST-936978,DE,Munich,Electronics,Monitor,SKU-ELE-8646,3,1242.46,0,3727.38,708.2,4435.58,Debit Card,Online,WH-JP-OSA,FedEx,,1,Not As Described,2.5,AGT-894,,8428.0
TXN-10658365,July 26 2023,CUST-836444,IN,Hyderabad,Beauty,Foundation,SKU-BEA-5603,3,385.91,0,1157.73,208.39,1366.12,Credit Card,Online,WH-US-CA,UPS,12.0,0,,2.9,,,1701.0
TXN-81471973,2023-03-03 07:54:45,CUST-914816,US,Houston,Apparel,Jeans,SKU-APP-6015,2,891.39,0,1782.78,142.62,1925.4,Bank Transfer,Marketplace,WH-SG-SIN,BlueDart,,0,,1.7,AGT-162,,3624.0
TXN-12867351,2023-11-08 13:15:35,CUST-690710,US,,Beauty,Electric Shaver,SKU-BEA-4463,10,314.46,0,3144.6,251.57,3396.17,Debit Card,Phone Order,WH-US-NJ,DHL,2.0,0,,3.3,AGT-412,,6507.0
TXN-22925965,2022-06-29 03:00:09,CUST-983326,IN,Pune,Beauty,Electric Shaver,SKU-BEA-8503,2,1065.26,0,2130.52,383.49,2514.01,PayPal,Online,WH-DE-FRA,UPS,12.0,0,,4.7,AGT-690,,2482.0
TXN-40532712,2022-02-11 23:21:51,CUST-339539,DE,Cologne,Electronics,Webcam,SKU-ELE-7686,4,512.8,5,1948.64,370.24,2318.88,Credit Card,Online,WH-SG-SIN,DHL,8.0,0,,,AGT-328,PROMOFLASH,
TXN-56634617,2023-04-21 12:23:15,CUST-275397,IN,,Beauty,Foundation,SKU-BEA-9501,1,40.99,0,40.99,7.38,48.37,Apple Pay,Marketplace,WH-AU-SYD,BlueDart,12.0,1,Not As Described,2.7,AGT-628,,36.0
TXN-39755060,2023-04-02 10:48:19,CUST-849731,BR,Brasília,Home & Kitchen,Coffee Maker,SKU-HOM-5412,1,177.82,0,177.82,21.34,199.16,Credit Card,Marketplace,WH-DE-FRA,FedEx,7.0,1,Changed Mind,1.6,AGT-604,,108.0
TXN-77523192,2023-08-08 15:52:05,CUST-443356,SG,Singapore,Home & Kitchen,Rice Cooker,SKU-HOM-5117,2,470.54,0,941.08,84.7,1025.78,Credit Card,Marketplace,WH-AU-SYD,Royal Mail,10.0,0,,4.8,AGT-877,,539.0
TXN-71823580,April 17 2022,CUST-836397,ZA,Johannesburg,Electronics,Laptop,SKU-ELE-1348,1,981.42,0,981.42,147.21,1128.63,Credit Card,In-Store,WH-IN-BLR,Australia Post,14.0,1,Wrong Item,3.2,,PROMOFLASH,
TXN-86531878,2023-07-14 08:06:07,CUST-287237,BR,,Apparel,Jeans,SKU-APP-8134,1,1245.73,0,1245.73,149.49,1395.22,Debit Card,In-Store,WH-SG-SIN,USPS,10.0,0,,3.1,AGT-511,,920.0
TXN-81792001,2024-06-01 01:02:36,CUST-626757,US,Seattle,Beauty,Nail Polish,SKU-BEA-5854,6,91.07,20,437.14,34.97,472.11,Credit Card,Online,WH-IN-BLR,DHL,10.0,0,,,,,373.0
TXN-78038726,2023-06-09 05:23:29,CUST-647173,AU,,Sports,Cycling Helmet,SKU-SPO-2057,1,290.61,5,276.08,27.61,303.69,Google Pay,Online,WH-US-NJ,TNT,8.0,0,,1.2,AGT-619,,391.0
TXN-30366385,2023-05-13 04:39:04,CUST-851305,CA,Ottawa,Sports,Cycling Helmet,SKU-SPO-9819,2,901.66,10,1622.99,210.99,1833.98,Credit Card,Online,WH-GB-LHR,USPS,12.0,0,,2.5,AGT-544,,1250.0
TXN-30157149,17-01-2024,CUST-241714,SG,Singapore,Home & Kitchen,Air Fryer,SKU-HOM-9144,2,907.07,15,1542.02,138.78,1680.8,Credit Card,In-Store,WH-AU-SYD,BlueDart,1.0,0,,2.0,AGT-492,PROMO10,1404.0
TXN-86006121,2022-01-25 23:18:03,CUST-762800,DE,Berlin,Electronics,Earbuds,SKU-ELE-7215,10,327.35,0,3273.5,621.97,3895.47,Debit Card,Mobile App,WH-US-TX,,14.0,0,,1.7,AGT-762,PROMO10,4410.0
TXN-28731681,2023-05-01 07:34:57,CUST-432984,AU,Brisbane,Electronics,Webcam,SKU-ELE-8848,2,1161.3,0,2322.6,232.26,2554.86,Debit Card,In-Store,WH-SG-SIN,,14.0,0,,1.5,AGT-912,,1326.0
TXN-64999522,09-09-2022,CUST-472312,FR,Marseille,Beauty,Lipstick,SKU-BEA-4310,1,56.62,10,50.96,10.19,61.15,Google Pay,Marketplace,WH-DE-FRA,USPS,1.0,0,,1.6,AGT-982,,100.0
TXN-58660643,2023-06-14 08:34:50,CUST-529771,CA,Ottawa,Apparel,Hoodie,SKU-APP-2020,4,657.52,0,2630.08,341.91,2971.99,Credit Card,In-Store,WH-CA-YYZ,UPS,12.0,0,,3.2,AGT-635,,4634.0
TXN-48442917,2023-07-10 21:58:08,CUST-263820,AU,Sydney,Apparel,Boots,SKU-APP-7777,5,1240.68,15,5272.89,527.29,5800.18,Credit Card,In-Store,WH-IN-BLR,Australia Post,11.0,0,,2.6,,PROMOSAVE,
TXN-28736810,2023-12-27 16:32:35,CUST-580220,US,Dallas,Sports,Dumbbells,SKU-SPO-7442,3,559.7,0,1679.1,134.33,1813.43,Debit Card,Mobile App,WH-US-NJ,UPS,13.0,0,,3.7,AGT-849,,1891.0
TXN-22612155,2022-02-08 10:21:18,CUST-713812,GB,Birmingham,Apparel,Dress,SKU-APP-6111,1,7.13,0,7.13,1.43,8.56,PayPal,Online,WH-SG-SIN,Royal Mail,9.0,0,,2.7,,,6.0
TXN-87195275,2023-04-25 08:41:45,CUST-469451,DE,Hamburg,Sports,Cycling Helmet,SKU-SPO-2409,1,329.0,5,312.55,59.38,371.93,Debit Card,Marketplace,WH-US-NJ,Australia Post,,0,,3.0,,,424.0
TXN-14804779,10-01-2022,CUST-375991,GB,Birmingham,Beauty,Perfume,SKU-BEA-3520,2,743.24,15,1263.51,252.7,1516.21,Credit Card,Online,WH-CA-YYZ,TNT,,0,,1.3,AGT-994,,2293.0
TXN-36531856,2022-01-11 07:11:53,CUST-495778,DE,Cologne,Home & Kitchen,Vacuum Cleaner,SKU-HOM-1712,2,901.15,10,1622.07,308.19,1930.26,PayPal,Online,WH-AU-SYD,FedEx,13.0,0,,,,PROMOVIP,2956.0
TXN-97893581,2024-02-24 11:52:10,CUST-386909,ZA,Pretoria,Sports,Running Shoes,SKU-SPO-1816,1,1059.75,0,1059.75,158.96,1218.71,APPLE PAY,Online,WH-IN-BLR,TNT,7.0,1,,2.0,,PROMOVIP,2296.0
TXN-48392530,2022-10-14 22:22:57,CUST-404814,DE,Berlin,Apparel,Sports Shorts,SKU-APP-3656,1,258.33,0,258.33,49.08,307.41,PayPal,In-Store,WH-US-CA,Canada Post,5.0,0,,3.7,,,
TXN-61346004,2022-02-05 18:22:39,CUST-849174,US,New York,Sports,Protein Shaker,SKU-SPO-4941,4,84.28,0,337.12,26.97,364.09,Google Pay,In-Store,WH-US-TX,Japan Post,1.0,0,,3.6,,,346.0
TXN-53410559,2022-06-03 06:46:58,CUST-712230,IN,Chennai,Sports,Resistance Bands,SKU-SPO-5424,2,331.04,0,662.08,119.17,781.25,Credit Card,Online,WH-DE-FRA,FedEx,7.0,0,,4.1,AGT-663,,1086.0
TXN-38764046,2023-09-21 05:54:40,CUST-690818,US,Seattle,Sports,Dumbbells,SKU-SPO-6926,4,944.74,0,3778.96,302.32,4081.28,Google Pay,Mobile App,WH-IN-BLR,Royal Mail,3.0,0,,,,,
TXN-67032718,28/08/2023 03:47,CUST-168076,US,New York,Electronics,Earbuds,SKU-ELE-8807,1,1053.77,0,1053.77,84.3,1138.07,Credit Card,Online,WH-SG-SIN,Royal Mail,1.0,0,,2.8,AGT-370,,1642.0
TXN-96634670,2023-10-09 22:41:19,CUST-696095,BR,Salvador,Sports,Yoga Mat,SKU-SPO-2822,3,654.6,0,1963.8,235.66,2199.46,Debit Card,In-Store,WH-SG-SIN,Canada Post,10.0,0,,3.9,AGT-161,PROMO10,2258.0
